gene	B_cells_EA	B_cells_AA	CAFs_EA	CAFs_AA	Cancer_EA	Cancer_AA	Cycling_Myeloid_EA	Cycling_Myeloid_AA	Cycling_PVL_EA	Cycling_PVL_AA	Endothelial_EA	Endothelial_AA	IFN-resp.neutrophil_EA	IFN-resp.neutrophil_AA	IL.8.neutrophil_EA	IL.8.neutrophil_AA	Lum_Prog_EA	Lum_Prog_AA	Mature_Lum_EA	Mature_Lum_AA	Myeloid_DC_EA	Myeloid_DC_AA	Myeloid_Macrophage_EA	Myeloid_Macrophage_AA	Myeloid_Monocyte_EA	Myeloid_Monocyte_AA	Myoepithelial_EA	Myoepithelial_AA	PVL_EA	PVL_AA	Plasmablast_EA	Plasmablast_AA	T_cells_EA	T_cells_AA	T_cells_CD4_EA	T_cells_CD4_AA	T_cells_CD4_Tfh_EA	T_cells_CD4_Tfh_AA	T_cells_CD4_Tregs_EA	T_cells_CD4_Tregs_AA	T_cells_CD8_EA	T_cells_CD8_AA	T_cells_NK_EA	T_cells_NK_AA	T_cells_NKT_EA	T_cells_NKT_AA	calprotectin.neutrophil_EA	calprotectin.neutrophil_AA	degraulating.neutrophil_EA	degraulating.neutrophil_AA
SLAMF8	0.00	0.00	0.01	0.00	0.00	0.00	0.05	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.01	0.08	0.03	0.03	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
RNF166	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.01	0.01	0.00	0.00	0.00	0.00	0.01	0.00	0.01	0.00	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.01	0.00	0.01	0.00	0.01	0.00	0.01	0.01	0.01	0.00	0.02	0.01	0.01	0.00	0.01	0.01
JUNB	0.28	0.24	0.26	0.23	0.19	0.16	0.21	0.18	0.24	0.21	0.29	0.25	0.12	0.11	0.23	0.20	0.24	0.20	0.29	0.25	0.24	0.20	0.27	0.24	0.28	0.24	0.39	0.34	0.33	0.28	0.15	0.13	0.24	0.21	0.31	0.27	0.30	0.26	0.26	0.23	0.28	0.24	0.26	0.22	0.20	0.18	0.13	0.11	0.09	0.08
APOC2	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
PTGDS	0.01	0.00	0.24	0.08	0.01	0.00	0.01	0.00	0.02	0.01	0.02	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.14	0.05	0.03	0.01	0.01	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.07	0.03	0.00	0.00	0.00	0.00
STK10	0.01	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.00	0.00	0.01	0.00	0.05	0.03	0.10	0.05	0.00	0.00	0.00	0.00	0.01	0.00	0.01	0.01	0.02	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.02	0.01	0.01	0.01	0.02	0.01	0.04	0.02	0.05	0.03
PLCB2	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.01	0.01	0.00	0.00	0.00	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.02	0.01
GBP5	0.01	0.00	0.01	0.00	0.00	0.00	0.03	0.02	0.00	0.00	0.01	0.00	0.13	0.07	0.06	0.03	0.00	0.00	0.00	0.00	0.01	0.01	0.05	0.03	0.04	0.02	0.00	0.00	0.00	0.00	0.01	0.00	0.07	0.04	0.02	0.01	0.03	0.02	0.08	0.04	0.04	0.02	0.04	0.02	0.03	0.02	0.01	0.01	0.01	0.00
CD38	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.03	0.02	0.02	0.00	0.00	0.01	0.00	0.00	0.00	0.01	0.01	0.01	0.01	0.01	0.01	0.00	0.00	0.01	0.01
IRF1	0.10	0.04	0.11	0.05	0.07	0.03	0.09	0.04	0.10	0.04	0.12	0.05	0.18	0.08	0.11	0.05	0.10	0.04	0.21	0.09	0.11	0.05	0.09	0.04	0.11	0.05	0.15	0.06	0.11	0.05	0.08	0.03	0.12	0.05	0.09	0.04	0.08	0.03	0.11	0.05	0.10	0.04	0.13	0.06	0.13	0.05	0.10	0.04	0.08	0.03
TCN2	0.00	0.00	0.01	0.01	0.00	0.00	0.02	0.01	0.01	0.00	0.03	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.02	0.01	0.01	0.00	0.00	0.00	0.00	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
HLA-F	0.08	0.03	0.04	0.01	0.03	0.01	0.09	0.03	0.09	0.03	0.11	0.04	0.20	0.07	0.22	0.07	0.05	0.02	0.03	0.01	0.11	0.03	0.09	0.03	0.07	0.02	0.04	0.01	0.09	0.03	0.04	0.01	0.13	0.04	0.09	0.03	0.11	0.03	0.12	0.04	0.11	0.04	0.10	0.03	0.12	0.04	0.13	0.04	0.12	0.04
LPXN	0.02	0.01	0.00	0.00	0.00	0.00	0.02	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.01	0.02	0.01	0.02	0.01	0.00	0.00	0.00	0.00	0.01	0.00	0.03	0.02	0.02	0.01	0.02	0.01	0.03	0.02	0.02	0.01	0.02	0.01	0.01	0.01	0.00	0.00	0.00	0.00
TMC6	0.01	0.01	0.00	0.00	0.00	0.00	0.01	0.01	0.00	0.00	0.01	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.01	0.01	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.00	0.00	0.01	0.01
C9orf16	0.03	0.02	0.04	0.03	0.05	0.03	0.04	0.02	0.04	0.02	0.04	0.03	0.00	0.00	0.00	0.00	0.05	0.03	0.04	0.02	0.04	0.02	0.05	0.03	0.04	0.02	0.02	0.01	0.03	0.02	0.02	0.01	0.05	0.03	0.03	0.02	0.06	0.03	0.05	0.03	0.04	0.02	0.04	0.02	0.04	0.02	0.00	0.00	0.02	0.01
CYTIP	0.03	0.03	0.00	0.00	0.00	0.00	0.01	0.01	0.00	0.00	0.00	0.00	0.04	0.03	0.05	0.04	0.00	0.00	0.00	0.00	0.03	0.02	0.01	0.01	0.03	0.02	0.00	0.00	0.00	0.00	0.02	0.01	0.04	0.03	0.04	0.04	0.05	0.04	0.05	0.05	0.05	0.04	0.04	0.03	0.03	0.03	0.03	0.02	0.01	0.01
DENND3	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.03	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.02	0.00
PIK3IP1	0.02	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.01	0.01	0.02	0.01	0.01	0.00	0.01	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.01	0.00	0.01	0.00	0.00	0.00	0.03	0.01	0.04	0.01	0.04	0.02	0.04	0.01	0.03	0.01	0.02	0.01	0.01	0.01	0.01	0.00	0.01	0.00
USP18	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
RILPL2	0.01	0.01	0.00	0.00	0.00	0.00	0.01	0.01	0.01	0.00	0.01	0.01	0.02	0.01	0.02	0.01	0.01	0.00	0.01	0.01	0.02	0.01	0.01	0.01	0.03	0.01	0.01	0.00	0.01	0.00	0.00	0.00	0.01	0.01	0.02	0.01	0.02	0.01	0.01	0.01	0.01	0.01	0.01	0.00	0.01	0.00	0.02	0.01	0.02	0.01
ODF3B	0.01	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.00	0.00	0.03	0.01	0.02	0.01	0.01	0.00	0.01	0.00	0.02	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
IER5	0.00	0.00	0.01	0.00	0.01	0.00	0.01	0.01	0.01	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.02	0.01	0.01	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00
CD82	0.02	0.01	0.01	0.00	0.03	0.01	0.02	0.00	0.03	0.01	0.01	0.00	0.04	0.01	0.08	0.02	0.03	0.01	0.03	0.01	0.01	0.00	0.02	0.00	0.01	0.00	0.02	0.01	0.01	0.00	0.00	0.00	0.04	0.01	0.02	0.01	0.06	0.02	0.04	0.01	0.03	0.01	0.01	0.00	0.01	0.00	0.03	0.01	0.04	0.01
RGS19	0.01	0.01	0.00	0.00	0.00	0.00	0.02	0.01	0.00	0.00	0.00	0.00	0.02	0.01	0.02	0.01	0.00	0.00	0.00	0.00	0.01	0.01	0.02	0.01	0.02	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.01	0.00	0.01	0.00	0.01	0.00	0.01	0.01	0.01	0.00	0.01	0.01	0.02	0.01	0.04	0.02
TSPO	0.03	0.00	0.06	0.01	0.11	0.01	0.13	0.02	0.09	0.01	0.09	0.01	0.04	0.00	0.01	0.00	0.09	0.01	0.09	0.01	0.05	0.01	0.12	0.01	0.13	0.02	0.07	0.01	0.06	0.01	0.02	0.00	0.07	0.01	0.04	0.00	0.07	0.01	0.05	0.01	0.06	0.01	0.05	0.01	0.04	0.01	0.04	0.01	0.12	0.01
PTK2B	0.01	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.02	0.01	0.03	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.02	0.01	0.03	0.01
RPL26	0.18	-0.00	0.15	-0.00	0.14	-0.00	0.12	-0.00	0.16	-0.00	0.14	-0.00	0.01	-0.00	0.01	-0.00	0.18	-0.00	0.15	-0.00	0.17	-0.00	0.10	-0.00	0.16	-0.00	0.13	-0.00	0.14	-0.00	0.06	-0.00	0.14	-0.00	0.18	-0.00	0.16	-0.00	0.15	-0.00	0.15	-0.00	0.18	-0.00	0.17	-0.00	0.01	-0.00	0.06	-0.00
NDUFA11	0.00	0.00	0.01	0.00	0.02	0.00	0.01	0.00	0.02	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.01	0.00	0.01	0.00	0.00	0.00	0.01	0.00	0.01	0.00	0.00	0.00	0.01	0.00
SCAND1	0.02	0.01	0.03	0.01	0.05	0.01	0.04	0.01	0.04	0.01	0.04	0.01	0.00	0.00	0.01	0.00	0.04	0.01	0.05	0.01	0.03	0.01	0.03	0.01	0.03	0.01	0.03	0.01	0.03	0.01	0.02	0.01	0.03	0.01	0.02	0.01	0.03	0.01	0.04	0.01	0.03	0.01	0.02	0.01	0.02	0.01	0.00	0.00	0.02	0.01
CCL17	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
TUBB	0.02	0.02	0.05	0.05	0.05	0.05	0.08	0.08	0.08	0.08	0.04	0.05	0.00	0.00	0.00	0.00	0.03	0.04	0.04	0.04	0.04	0.04	0.03	0.03	0.03	0.03	0.04	0.05	0.04	0.04	0.01	0.01	0.05	0.06	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.00	0.00	0.01	0.01
RPL41	0.19	0.08	0.16	0.07	0.16	0.07	0.14	0.06	0.16	0.07	0.15	0.06	0.03	0.01	0.07	0.03	0.20	0.08	0.17	0.07	0.17	0.07	0.13	0.05	0.16	0.07	0.18	0.08	0.16	0.07	0.11	0.05	0.17	0.07	0.20	0.09	0.18	0.08	0.18	0.08	0.19	0.08	0.19	0.08	0.17	0.07	0.02	0.01	0.07	0.03
STK4	0.05	0.02	0.01	0.00	0.01	0.00	0.02	0.01	0.01	0.00	0.01	0.00	0.03	0.01	0.03	0.01	0.01	0.00	0.01	0.00	0.04	0.02	0.01	0.01	0.02	0.01	0.00	0.00	0.01	0.00	0.02	0.01	0.04	0.02	0.05	0.03	0.06	0.03	0.06	0.03	0.05	0.03	0.04	0.02	0.04	0.02	0.03	0.02	0.03	0.01
QSOX1	0.00	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.01	0.01	0.01	0.00	0.02	0.01	0.00	0.00	0.01	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.02	0.01
KLRK1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
BAX	0.01	0.01	0.02	0.01	0.02	0.01	0.03	0.02	0.03	0.01	0.02	0.01	0.00	0.00	0.00	0.00	0.01	0.01	0.01	0.01	0.02	0.01	0.03	0.01	0.03	0.01	0.01	0.01	0.02	0.01	0.00	0.00	0.02	0.01	0.01	0.01	0.02	0.01	0.02	0.01	0.02	0.01	0.01	0.01	0.01	0.01	0.00	0.00	0.01	0.00
CSF2RA	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.02	0.01	0.03	0.01	0.00	0.00	0.00	0.00	0.02	0.01	0.01	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.01	0.02	0.01
FCMR	0.04	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.02	0.00	0.01	0.00	0.03	0.01	0.01	0.00	0.01	0.00	0.01	0.00	0.00	0.00	0.00	0.00
EML3	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ATP6V1F	0.01	0.01	0.02	0.01	0.03	0.02	0.05	0.03	0.02	0.01	0.02	0.01	0.00	0.00	0.00	0.00	0.02	0.01	0.02	0.01	0.03	0.02	0.05	0.03	0.03	0.02	0.02	0.01	0.01	0.01	0.01	0.01	0.02	0.01	0.01	0.01	0.02	0.01	0.02	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.00	0.00	0.01	0.01
FURIN	0.00	-0.00	0.00	-0.00	0.00	-0.00	0.00	-0.00	0.00	-0.00	0.00	-0.00	0.00	-0.00	0.00	-0.00	0.00	-0.00	0.00	-0.00	0.00	-0.00	0.00	-0.00	0.00	-0.00	0.00	-0.00	0.00	-0.00	0.00	-0.00	0.00	-0.00	0.00	-0.00	0.00	-0.00	0.00	-0.00	0.00	-0.00	0.00	-0.00	0.00	-0.00	0.00	-0.00	0.00	-0.00
RPS29	0.32	0.16	0.20	0.10	0.23	0.12	0.20	0.10	0.21	0.11	0.18	0.09	0.01	0.01	0.03	0.01	0.25	0.13	0.21	0.11	0.27	0.14	0.17	0.09	0.22	0.11	0.16	0.08	0.18	0.09	0.12	0.06	0.28	0.14	0.33	0.17	0.29	0.15	0.27	0.14	0.29	0.15	0.30	0.15	0.29	0.15	0.01	0.00	0.05	0.02
PRKCB	0.02	0.01	0.00	0.00	0.00	0.00	0.01	0.01	0.00	0.00	0.00	0.00	0.01	0.00	0.01	0.01	0.00	0.00	0.00	0.00	0.01	0.01	0.01	0.00	0.02	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.01	0.01	0.01	0.01	0.01	0.00
RPS15	0.45	0.16	0.37	0.13	0.39	0.14	0.36	0.13	0.35	0.12	0.36	0.13	0.02	0.01	0.07	0.02	0.46	0.16	0.41	0.14	0.38	0.14	0.33	0.12	0.38	0.14	0.43	0.15	0.36	0.13	0.27	0.09	0.41	0.15	0.43	0.15	0.40	0.14	0.39	0.14	0.42	0.15	0.38	0.13	0.37	0.13	0.02	0.01	0.12	0.04
CCL4	0.02	0.00	0.01	0.00	0.00	0.00	0.10	0.03	0.00	0.00	0.01	0.00	0.02	0.01	0.05	0.02	0.00	0.00	0.00	0.00	0.04	0.01	0.14	0.04	0.07	0.02	0.00	0.00	0.01	0.00	0.01	0.00	0.12	0.04	0.02	0.01	0.06	0.02	0.01	0.00	0.24	0.07	0.17	0.05	0.29	0.09	0.01	0.00	0.01	0.00
NFKB2	0.02	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.02	0.00	0.01	0.00	0.01	0.00	0.02	0.00	0.02	0.00	0.03	0.01	0.02	0.00	0.02	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.02	0.00	0.02	0.00	0.03	0.01	0.03	0.01	0.02	0.00	0.02	0.00	0.01	0.00	0.01	0.00	0.01	0.00
SELL	0.06	0.04	0.00	0.00	0.00	0.00	0.01	0.01	0.00	0.00	0.00	0.00	0.11	0.09	0.04	0.03	0.00	0.00	0.00	0.00	0.03	0.02	0.01	0.00	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.02	0.04	0.03	0.03	0.02	0.05	0.04	0.02	0.01	0.04	0.03	0.02	0.01	0.08	0.06	0.05	0.04
IL12RB1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
CXCL13	0.00	0.00	0.01	0.01	0.01	0.01	0.01	0.01	0.00	0.00	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.07	0.08	0.00	0.01	0.22	0.26	0.01	0.01	0.06	0.06	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
GPX3	0.00	0.00	0.02	0.01	0.01	0.00	0.02	0.01	0.09	0.03	0.03	0.01	0.02	0.01	0.02	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.01	0.01	0.00	0.00	0.00	0.09	0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00
IRF8	0.07	0.03	0.00	0.00	0.00	0.00	0.04	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.12	0.04	0.04	0.02	0.04	0.01	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.01	0.01	0.00	0.00	0.00	0.00	0.00
CYFIP2	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.01	0.00	0.02	0.01	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.01	0.01	0.01	0.00	0.01	0.00	0.01	0.00	0.02	0.01	0.02	0.01
LCK	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.08	0.05	0.05	0.03	0.08	0.04	0.08	0.04	0.08	0.05	0.04	0.02	0.05	0.03	0.00	0.00	0.00	0.00
OGT	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.01	0.00	0.01	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.01	0.00
SECTM1	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.03	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00
ETFB	0.00	0.00	0.01	0.00	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.00	0.00	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.00	0.01	0.00	0.01	0.01	0.00	0.00	0.01	0.01	0.00	0.00	0.01	0.01	0.00	0.00	0.01	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
CST7	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.00	0.00	0.00	0.00	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.05	0.03	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.09	0.06	0.04	0.02	0.04	0.03	0.07	0.04	0.16	0.10	0.12	0.07	0.18	0.12	0.04	0.02	0.06	0.04
TNFSF10	0.01	0.00	0.04	0.01	0.06	0.01	0.03	0.01	0.02	0.00	0.06	0.01	0.04	0.01	0.01	0.00	0.06	0.01	0.09	0.02	0.02	0.00	0.05	0.01	0.04	0.01	0.04	0.01	0.01	0.00	0.01	0.00	0.04	0.01	0.01	0.00	0.02	0.01	0.02	0.00	0.02	0.00	0.02	0.00	0.01	0.00	0.02	0.00	0.00	0.00
VMP1	0.01	0.01	0.05	0.05	0.06	0.05	0.04	0.04	0.06	0.06	0.04	0.04	0.09	0.08	0.06	0.05	0.06	0.05	0.09	0.08	0.04	0.03	0.05	0.04	0.06	0.06	0.03	0.03	0.05	0.05	0.01	0.01	0.03	0.03	0.03	0.02	0.03	0.03	0.04	0.04	0.02	0.02	0.02	0.02	0.02	0.02	0.11	0.10	0.03	0.03
BSG	0.01	0.01	0.05	0.03	0.05	0.03	0.04	0.02	0.06	0.03	0.05	0.03	0.02	0.01	0.03	0.02	0.04	0.02	0.05	0.03	0.03	0.02	0.04	0.02	0.03	0.02	0.04	0.02	0.05	0.03	0.02	0.01	0.03	0.02	0.02	0.01	0.03	0.02	0.03	0.02	0.03	0.02	0.02	0.01	0.03	0.02	0.01	0.01	0.03	0.02
SLAMF7	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.00	0.00	0.00	0.00	0.04	0.02	0.02	0.01	0.01	0.01	0.00	0.00	0.00	0.00	0.03	0.02	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.01	0.00	0.02	0.01	0.00	0.00	0.00	0.00
DPYD	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.01	0.00	0.01	0.00
CD300LF	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00
HDLBP	0.00	0.00	0.03	0.01	0.04	0.02	0.02	0.01	0.03	0.01	0.02	0.01	0.01	0.00	0.02	0.01	0.03	0.01	0.03	0.01	0.01	0.01	0.02	0.01	0.02	0.01	0.02	0.01	0.02	0.01	0.03	0.01	0.01	0.00	0.00	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.00	0.00	0.01	0.00	0.02	0.01
CD48	0.10	0.06	0.00	0.00	0.00	0.00	0.06	0.03	0.00	0.00	0.00	0.00	0.02	0.01	0.03	0.02	0.00	0.00	0.00	0.00	0.07	0.04	0.06	0.03	0.11	0.06	0.00	0.00	0.00	0.00	0.01	0.00	0.10	0.06	0.10	0.06	0.06	0.03	0.07	0.04	0.09	0.05	0.08	0.04	0.10	0.06	0.01	0.01	0.04	0.02
